,AccID,Organism,Length,GC-content
2035,NC_014157.1,Salinibacter ruber M8 plasmid pSR84 complete sequence,84340,63.19
2036,NC_014159.1,"Tsukamurella paurometabola DSM 20162 plasmid pTpau01, complete sequence",99806,67.78
2037,NC_014161.1,"Helicobacter pylori strain AL236 plasmid pAL236-11, complete sequence",3148,35.93
2038,NC_014162.1,"Helicobacter pylori strain AL236 plasmid pAL236-2, complete sequence",1448,37.57
2039,NC_014163.1,"Helicobacter pylori strain AL236 plasmid pAL236-5, complete sequence",1216,33.88
2040,NC_014164.1,"Lactobacillus acidipiscis cryptic plasmid pLAC1, complete sequence, strain ACA-DC 1533",3478,37.15
2041,NC_014167.1,"Corynebacterium resistens DSM 45100 plasmid pJA144188, complete sequence",28312,55.25
2042,NC_014170.1,"Xenorhabdus nematophila ATCC 19061 plasmid XNC1_p, complete genome",155327,45.98
2043,NC_014172.1,"Bacillus thuringiensis BMB171 plasmid pBMB171, complete sequence",312963,33.27
2044,NC_014208.1,"Klebsiella oxytoca KOX105 plasmid pKOX105, complete sequence",54641,51.82
2045,NC_014213.1,"Meiothermus silvanus DSM 9946 plasmid pMESIL01, complete sequence",347854,64.59
2046,NC_014214.1,"Meiothermus silvanus DSM 9946 plasmid pMESIL02, complete sequence",124421,66.67
2047,NC_014226.1,"Waddlia chondrophila WSU 86-1044 plasmid pWc, complete sequence",15593,37.61
2048,NC_014227.1,"Pantoea agglomerans cryptic plasmid pPAGA3 complete sequence, strain EGE6",2734,51.72
2049,NC_014231.1,"Escherichia coli plasmid pKC394, complete sequence",53207,51.97
2050,NC_014232.1,"Escherichia coli ETEC 1392/75 plasmid p1081, complete sequence",101857,47.67
2051,NC_014233.1,"Escherichia coli ETEC 1392/75 plasmid p557, complete sequence",55709,48.23
2052,NC_014234.1,"Escherichia coli ETEC 1392/75 plasmid p746, complete sequence",74575,48.0
2053,NC_014235.1,"Escherichia coli ETEC 1392/75 plasmid p75, complete sequence",7497,49.69
2054,NC_014247.1,"Rhodococcus equi plasmid pVAPAMBE116, complete sequence",83100,64.6
2055,NC_014249.1,"'Nostoc azollae' 0708 plasmid pAzo01, complete sequence",109570,35.68
2056,NC_014250.1,"'Nostoc azollae' 0708 plasmid pAzo02, complete sequence",21875,33.54
2057,NC_014255.1,"Listeria monocytogenes strain Lm1 plasmid pLM33, complete sequence",32307,36.15
2058,NC_014257.1,Helicobacter pylori B8 HPB8p plasmid,6032,35.88
2059,NC_014258.1,"Pantoea vagans C9-1 plasmid pPag3, complete sequence",529676,53.87
2060,NC_014304.1,Erwinia billingiae strain Eb661 complete plasmid pEB102,102323,51.74
2061,NC_014305.1,Erwinia billingiae strain Eb661 complete plasmid pEB170,169778,52.34
2062,NC_014308.1,"Ralstonia solanacearum PSI07 plasmid pRSI13, complete genome",12811,60.95
2063,NC_014309.1,"Ralstonia solanacearum CFBP2957 plasmid RCFBPv3_mp, complete genome",2163376,66.44
2064,NC_014310.1,"Ralstonia solanacearum PSI07 megaplasmid mpPSI07, complete sequence",2085000,66.13
2065,NC_014312.1,"Klebsiella pneumoniae plasmid pKP048, complete sequence",151188,51.33
2066,NC_014316.1,"Nitrosococcus watsonii C-113 plasmid pNWAT01, complete sequence",39105,51.35
2067,NC_014317.1,"Nitrosococcus watsonii C-113 plasmid pNWAT02, complete sequence",5611,53.72
2068,NC_014331.1,"Bacillus cereus biovar anthracis str. CI plasmid pCI-XO1, complete sequence",181907,32.54
2069,NC_014332.1,"Bacillus cereus biovar anthracis str. CI plasmid pCI-XO2, complete sequence",94469,33.09
2070,NC_014333.1,"Bacillus cereus biovar anthracis str. CI plasmid pBAslCI14, complete sequence",14219,37.91
2071,NC_014354.1,"Salmonella enterica subsp. enterica serovar Enteritidis plasmid pVCM04, complete sequence",3583,53.61
2072,NC_014356.1,"Escherichia coli plasmid IncQ-type pQ7, complete sequence",9042,61.62
2073,NC_014367.1,"Pediococcus pentosaceus plasmid pPS1, complete sequence",2721,37.74
2074,NC_014368.1,"Klebsiella pneumoniae plasmid pNL194, complete sequence",79307,53.12
2075,NC_014369.1,"Staphylococcus aureus plasmid pSK1, complete sequence",28150,30.97
2076,NC_014382.1,"Escherichia coli plasmid pEC_B24, complete sequence",73801,51.49
2077,NC_014383.1,"Escherichia coli plasmid pEC_Bactec, complete sequence",92970,49.98
2078,NC_014384.1,"Escherichia coli plasmid pEC_L8, complete sequence",118525,52.01
2079,NC_014385.1,"Escherichia coli plasmid pEC_L46, complete sequence",144871,51.29
2080,NC_014386.1,"Lactobacillus helveticus R0052 plasmid pIR52-1, complete sequence",6414,34.49
2081,NC_014389.1,"Butyrivibrio proteoclasticus B316 plasmid pCY360, complete sequence",361399,38.95
2082,NC_014390.1,"Butyrivibrio proteoclasticus B316 plasmid pCY186, complete sequence",186325,38.1
2083,NC_014466.1,"Sphingopyxis macrogoltabida plasmid pSM103mini, complete sequence",4328,57.46
2084,NC_014475.1,"Enterococcus faecalis plasmid pWZ1668, complete sequence",48365,35.03
2085,NC_014476.2,"Salmonella enterica subsp. enterica serovar Typhimurium plasmid pYT1 DNA, complete sequence",112670,54.13
2086,NC_014477.1,"Escherichia coli plasmid pCT, complete sequence",93629,52.67
2087,NC_014478.1,"Klebsiella pneumoniae plasmid unnamed, complete sequence",8187,61.1
2088,NC_014495.1,Listeria monocytogenes serotype 1-2b str. SLCC2755 plasmid pLM1-2bUG1 complete sequence,57780,36.04
2089,NC_014496.1,"Listeria grayi plasmid pLGUG1, complete sequence",79249,36.78
2090,NC_014502.1,"Cyanothece sp. PCC 7822 plasmid Cy782203, complete sequence",291993,38.99
2091,NC_014503.1,"Cyanothece sp. PCC 7822 plasmid Cy782204, complete sequence",47550,39.04
2092,NC_014504.1,"Cyanothece sp. PCC 7822 plasmid Cy782205, complete sequence",43617,41.82
2093,NC_014508.2,"Enterococcus faecalis plasmid pEF-01, complete sequence",32388,35.27
2094,NC_014533.1,"Cyanothece sp. PCC 7822 plasmid Cy782201, complete sequence",879545,38.44
2095,NC_014534.1,"Cyanothece sp. PCC 7822 plasmid Cy782202, complete sequence",473846,39.1
2096,NC_014535.1,"Cyanothece sp. PCC 7822 plasmid Cy782206, complete sequence",13777,31.87
2097,NC_014543.1,"Escherichia coli O26:H11 str. 11368 plasmid pO26_4 DNA, complete sequence",4073,44.12
2098,NC_014544.1,Legionella longbeachae NSW150 plasmid pLLO,71826,38.19
2099,NC_014548.1,"Arthrobacter arilaitensis RE117, plasmid pRE117-2, complete sequence",8528,55.53
2100,NC_014549.1,"Arthrobacter arilaitensis RE117, plasmid pRE117-1, complete sequence",50407,58.78
2101,NC_014553.1,"Lactobacillus reuteri 100-23 plasmid pGT231, complete sequence",5254,34.05
2102,NC_014556.1,"Helicobacter pylori PeCan4 plasmid pHPPC4, complete sequence",8712,32.9
2103,NC_014557.1,"Bacillus sp. BS-02 plasmid pBS-02, complete sequence",16543,31.84
2104,NC_014558.2,"Lactobacillus plantarum subsp. plantarum ST-III plasmid pST-III, complete sequence",53560,38.69
2105,NC_014561.1,"Pantoea vagans C9-1 plasmid pPag1, complete sequence",167983,52.96
2106,NC_014563.1,"Pantoea vagans C9-1 plasmid pPag2, complete sequence",165693,51.15
2107,NC_014565.1,"Clostridium carboxidivorans P7 plasmid p19, complete sequence",19899,27.54
2108,NC_014615.1,"Escherichia coli plasmid pETN48, complete sequence",165657,50.21
2109,NC_014617.1,"Bacillus sp. JAMB750 plasmid pJAM1 DNA, complete sequence",4892,32.32
2110,NC_014619.1,"Lactobacillus casei strain TISTR1341 plasmid pRCEID3.2, complete sequence",3250,44.25
2111,NC_014620.1,"Lactobacillus casei strain TISTR1341 plasmid pRCEID13.9, complete sequence",13908,40.43
2112,NC_014621.1,"Ketogulonicigenium vulgare Y25 plasmid pYP1, complete sequence",268675,61.35
2113,NC_014626.1,"Ketogulonicigenium vulgare Y25 plasmid pYP12, complete sequence",243645,62.63
2114,NC_014627.1,"Lactobacillus plantarum plasmid pLPI8, complete sequence",1806,37.49
2115,NC_014628.2,"Paenibacillus polymyxa SC2 plasmid pSC2, complete sequence",510118,37.61
2116,NC_014633.1,"Ilyobacter polytropus DSM 2926 plasmid pILYOP01, complete sequence",961624,34.25
2117,NC_014634.1,"Ilyobacter polytropus DSM 2926 plasmid pILYOP02, complete sequence",124226,32.44
2118,NC_014641.1,"Achromobacter xylosoxidans A8 plasmid pA81, complete sequence",98156,62.17
2119,NC_014642.1,"Achromobacter xylosoxidans A8 plasmid pA82, complete sequence",247895,61.31
2120,NC_014651.1,"Geobacillus sp. Y4.1MC1 plasmid pGY4MC101, complete sequence",71617,43.78
2121,NC_014653.1,"Photobacterium damselae subsp. damselae virulence plasmid pPHDD1, complete sequence, isolate RM71",153429,37.92
2122,NC_014718.1,"Burkholderia rhizoxinica HKI 454 plasmid pBRH01, complete sequence",822304,59.7
2123,NC_014719.1,"Caldicellulosiruptor kristjanssonii I77R1B plasmid pCALKR01, complete sequence",15970,35.79
2124,NC_014723.1,"Burkholderia rhizoxinica HKI 454 plasmid pBRH02, complete sequence",172525,57.42
2125,NC_014725.1,"Edwardsiella tarda strain CK41 plasmid pCK41, complete sequence",72832,53.9
2126,NC_014726.1,"Enterococcus faecalis plasmid pTW9, complete sequence",85068,35.35
2127,NC_014728.1,"Lactobacillus delbrueckii subsp. bulgaricus ND02 plasmid, complete sequence",6223,44.66
2128,NC_014749.1,"Calditerrivibrio nitroreducens DSM 19672 plasmid pCALNI01, complete sequence",58717,31.05
2129,NC_014750.1,"Marivirga tractuosa DSM 4126 plasmid pFTRAC01, complete sequence",4916,39.69
2130,NC_014753.1,"Oceanithermus profundus DSM 14977 plasmid pOCEPR01, complete sequence",135351,66.24
2131,NC_014754.1,"Sulfuricurvum kujiense DSM 16994 plasmid pSULKU01, complete sequence",118585,40.61
2132,NC_014755.1,"Sulfuricurvum kujiense DSM 16994 plasmid pSULKU02, complete sequence",71513,40.26
2133,NC_014756.1,"Sulfuricurvum kujiense DSM 16994 plasmid pSULKU03, complete sequence",51014,38.18
2134,NC_014757.1,Bacillus cereus VPC1401 plasmid pLVP1401 complete sequence,56149,31.15
2135,NC_014763.1,"Sulfuricurvum kujiense DSM 16994 plasmid pSULKU04, complete sequence",3421,43.09
2136,NC_014811.1,"Mycobacterium gilvum Spyr1 plasmid pMSPYR101, complete sequence",211864,65.61
2137,NC_014812.1,"Mycobacterium gilvum Spyr1 plasmid pMSPYR102, complete sequence",23681,64.45
2138,NC_014813.1,"Haemophilus influenzae plasmid PB1000, complete sequence",4613,41.45
2139,NC_014818.1,"Asticcacaulis excentricus CB 48 plasmid pASTEX01, complete sequence",244260,59.81
2140,NC_014819.1,"Asticcacaulis excentricus CB 48 plasmid pASTEX02, complete sequence",160346,57.26
2141,NC_014824.1,"Ruminococcus albus 7 plasmid pRUMAL01, complete sequence",420706,38.09
2142,NC_014825.1,"Ruminococcus albus 7 plasmid pRUMAL02, complete sequence",352646,44.37
2143,NC_014826.1,"Ruminococcus albus 7 plasmid pRUMAL03, complete sequence",15907,36.73
2144,NC_014827.1,"Ruminococcus albus 7 plasmid pRUMAL04, complete sequence",7420,42.83
2145,NC_014832.1,"Paracoccus aminophilus strain JCM 7686 plasmid pAMI7, complete sequence",20542,57.4
2146,NC_014838.1,"Pantoea sp. At-9b plasmid pPAT9B01, complete sequence",793953,54.58
2147,NC_014839.1,"Pantoea sp. At-9b plasmid pPAT9B02, complete sequence",394054,51.0
2148,NC_014840.1,"Pantoea sp. At-9b plasmid pPAT9B03, complete sequence",321080,51.96
2149,NC_014841.1,"Pantoea sp. At-9b plasmid pPAT9B04, complete sequence",318111,53.38
2150,NC_014842.1,"Pantoea sp. At-9b plasmid pPAT9B05, complete sequence",116877,54.76
2151,NC_014843.1,"Escherichia coli plasmid p3521, complete sequence",110416,52.59
2152,NC_014908.1,"Alicycliphilus denitrificans BC plasmid pALIDE01, complete sequence",119718,58.3
2153,NC_014911.1,"Alicycliphilus denitrificans BC plasmid pALIDE02, complete sequence",78982,64.43
2154,NC_014912.1,"Corynebacterium tuberculostearicum strain B146 plasmid p1B146, complete sequence",4215,53.14
2155,NC_014913.1,"Pseudonocardia autotrophica plasmid pPA43082 DNA, complete sequence, strain: DSM 43082",8047,67.84
2156,NC_014916.1,"Geobacillus sp. Y412MC52 plasmid pGYMC5201, complete sequence",45057,45.3
2157,NC_014917.1,"Thermovibrio ammonificans HB-1 plasmid pTHEAM01, complete sequence",76561,52.46
2158,NC_014918.1,"Mesorhizobium ciceri biovar biserrulae WSM1271 plasmid pMESCI01, complete sequence",425539,60.68
2159,NC_014919.1,"Lactobacillus brevis strain D11 plasmid pSD11, complete sequence",3225,38.33
2160,NC_014936.1,"Lactobacillus reuteri strain K50 plasmid pK50-2, complete sequence",1866,35.37
2161,NC_014937.1,"Bacillus thuringiensis CT43 plasmid pBMB0558, complete sequence",109464,34.86
2162,NC_014957.1,"Isosphaera pallida ATCC 43644 plasmid pISOP01, complete sequence",56340,67.0
2163,NC_014959.1,"Enterococcus faecium plasmid pS177, complete sequence",39032,35.46
2164,NC_014975.1,"Thermus scotoductus SA-01 plasmid pTSC8, complete sequence",8383,65.94
2165,NC_015053.1,"Bifidobacterium longum subsp. infantis 157F plasmid p157F-NC1 DNA, complete sequence",4895,61.9
2166,NC_015054.1,"Yersinia pestis Java 9 plasmid pJARS35, complete sequence",35044,43.02
2167,NC_015055.1,"Yersinia pestis Java 9 plasmid pPCP, complete sequence",16030,47.67
2168,NC_015056.1,"Yersinia pestis Java 9 plasmid pCD, complete sequence",77072,45.42
2169,NC_015057.1,"Granulicella tundricola MP5ACTX9 plasmid pACIX901, complete sequence",475658,59.56
2170,NC_015058.1,"Granulicella tundricola MP5ACTX9 plasmid pACIX903, complete sequence",188167,55.94
2171,NC_015059.1,"Granulicella tundricola MP5ACTX9 plasmid pACIX904, complete sequence",115493,53.28
2172,NC_015060.1,"Granulicella tundricola MP5ACTX9 plasmid pACIX905, complete sequence",115221,56.35
2173,NC_015062.1,"Rahnella sp. Y9602 plasmid pRAHAQ01, complete sequence",616549,52.05
2174,NC_015063.1,"Rahnella sp. Y9602 plasmid pRAHAQ02, complete sequence",133486,48.34
2175,NC_015065.1,"Granulicella tundricola MP5ACTX9 plasmid pACIX902, complete sequence",300292,59.41
2176,NC_015066.1,"Bifidobacterium longum subsp. infantis 157F plasmid p157F-NC2 DNA, complete sequence",3624,64.96
2177,NC_015068.1,"Yersinia pestis Java 9 plasmid pJARS36, complete sequence",36085,46.77
2178,NC_015146.1,"Pseudarthrobacter phenanthrenivorans Sphe3 plasmid pASPHE301, complete sequence",190450,61.97
2179,NC_015147.1,"Pseudarthrobacter phenanthrenivorans Sphe3 plasmid pASPHE302, complete sequence",94456,62.4
2180,NC_015148.1,"Bacillus subtilis subsp. natto plasmid pLS20 DNA, complete sequence, strain: IFO 3335",65774,37.77
2181,NC_015149.1,"Bacillus subtilis subsp. natto plasmid pLS32 DNA, complete sequence, strain: IAM 11631",85603,35.14
2182,NC_015154.1,"Klebsiella pneumoniae plasmid pc15-k, complete sequence",95626,52.09
2183,NC_015156.1,"Vibrio nigripulchritudo plasmid VIBNI_pA, complete genome",247271,45.71
2184,NC_015162.1,"Deinococcus proteolyticus MRP plasmid pDEIPR02, complete sequence",195800,61.43
2185,NC_015163.1,"Deinococcus proteolyticus MRP plasmid pDEIPR04, complete sequence",97188,59.21
2186,NC_015165.1,"Bacteroides salanitronis DSM 18170 plasmid pBACSA01, complete sequence",40303,32.37
2187,NC_015166.1,"Bacteroides salanitronis DSM 18170 plasmid pBACSA03, complete sequence",6277,40.34
2188,NC_015168.1,"Bacteroides salanitronis DSM 18170 plasmid pBACSA02, complete sequence",19280,43.24
2189,NC_015169.1,"Deinococcus proteolyticus MRP plasmid pDEIPR01, complete sequence",314518,66.47
2190,NC_015170.1,"Deinococcus proteolyticus MRP plasmid pDEIPR03, complete sequence",132270,66.14
2191,NC_015171.1,"Staphylococcus hyicus plasmid pKKS966, complete sequence",4957,36.09
2192,NC_015173.2,"Staphylococcus simulans bv. staphylolyticus strain NRRL B-2628 plasmid pACK2, complete sequence",37683,32.31
2193,NC_015175.1,"Enterobacter cloacae plasmid pS51A, complete sequence",5782,51.94
2194,NC_015176.1,"Staphylococcus simulans bv. staphylolyticus strain NRRL B-2628 plasmid pACK5, complete sequence",3191,29.8
2195,NC_015178.1,"Acidiphilium multivorum AIU301 plasmid pACMV1 DNA, complete sequence",271573,62.94
2196,NC_015179.1,"Acidiphilium multivorum AIU301 plasmid pACMV3 DNA, complete sequence",54248,61.21
2197,NC_015180.1,"Acidiphilium multivorum AIU301 plasmid pACMV5 DNA, complete sequence",14328,58.95
2198,NC_015181.1,"Acidiphilium multivorum AIU301 plasmid pACMV6 DNA, complete sequence",12125,59.58
2199,NC_015182.1,"Acidiphilium multivorum AIU301 plasmid pACMV8 DNA, complete sequence",1729,60.9
2200,NC_015184.1,"Agrobacterium sp. H13-3 plasmid pAspH13-3a, complete sequence",601551,57.42
2201,NC_015187.1,"Acidiphilium multivorum AIU301 plasmid pACMV2 DNA, complete sequence",65564,61.92
2202,NC_015188.1,"Acidiphilium multivorum AIU301 plasmid pACMV4 DNA, complete sequence",40588,60.05
2203,NC_015189.1,"Acidiphilium multivorum AIU301 plasmid pACMV7 DNA, complete sequence",5178,57.59
2204,NC_015213.1,"Lactobacillus amylovorus strain 30SC plasmid pRKC30SC1, complete sequence",7197,35.07
2205,NC_015217.1,"Chlamydia psittaci 6BC plasmid p6BC, complete sequence",7553,32.89
2206,NC_015218.1,"Lactobacillus amylovorus strain 30SC plasmid pRKC30SC2, complete sequence",12568,36.65
2207,NC_015219.1,"Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069 plasmid pSGG1 complete sequence, strain ATCC BAA-2069",20765,37.26
2208,NC_015221.1,"Nitrosomonas sp. AL212 plasmid pNAL21202, complete sequence",63790,45.39
2209,NC_015223.1,"Nitrosomonas sp. AL212 plasmid pNAL21201, complete sequence",92707,42.84
2210,NC_015255.1,"Tetragenococcus halophilus HO plasmid pHDC-HO, complete sequence",36638,35.84
2211,NC_015256.1,"Tetragenococcus muriaticus plasmid pHDC-Tm, complete sequence",21516,37.27
2212,NC_015257.1,"Tetragenococcus halophilus plasmid pHDC-I DNA, complete sequence",23071,36.25
2213,NC_015258.1,"Polymorphum gilvum SL003B-26A1 plasmid pSL003B, complete sequence",69598,61.55
2214,NC_015260.1,"Tetragenococcus halophilus plasmid pHDC-A DNA, complete sequence",32501,35.98
2215,NC_015261.1,"Tetragenococcus halophilus plasmid pHDC-RI DNA, complete sequence",21231,36.07
2216,NC_015313.1,"Pseudonocardia dioxanivorans CB1190 plasmid pPSED03, complete sequence",15063,61.83
2217,NC_015314.1,"Pseudonocardia dioxanivorans CB1190 plasmid pPSED01, complete sequence",192355,70.73
2218,NC_015319.1,"Lactobacillus amylovorus GRL 1112 plasmid1, complete sequence",33688,31.83
2219,NC_015322.1,"Lactobacillus amylovorus GRL 1112 plasmid2, complete sequence",25284,36.3
2220,NC_015377.1,"Burkholderia gladioli BSR3 plasmid bgla_2p, complete sequence",129399,62.82
2221,NC_015378.1,"Burkholderia gladioli BSR3 plasmid bgla_3p, complete sequence",128650,59.61
2222,NC_015382.1,"Burkholderia gladioli BSR3 plasmid bgla_1p, complete sequence",276215,63.28
2223,NC_015383.1,"Burkholderia gladioli BSR3 plasmid bgla_4p, complete sequence",403586,62.37
2224,NC_015386.1,"Treponema succinifaciens DSM 2489 plasmid pTRESU01, complete sequence",165572,38.66
2225,NC_015390.1,"Carnobacterium sp. 17-4 plasmid pCAR50, complete sequence",50105,31.53
2226,NC_015392.1,"Salmonella enterica subsp. enterica serovar Dublin plasmid pSD853_7.9, complete sequence",7860,39.96
2227,NC_015407.1,"Mycoplasma mycoides subsp. capri LC str. 95010 plasmid, complete genome",1840,29.18
2228,NC_015409.1,"Verrucosispora maris AB-18-032 plasmid pVMKU, complete sequence",58295,70.32
2229,NC_015417.1,"Clostridium botulinum BKT015925 plasmid p1BKT015925, complete sequence",203287,26.45
